day,train_id,train,direction,from_station,to_station,departure_time,arrival_time,status,replacement_train_id
Sunday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:20:00,09:08:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:30:00,09:18:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:40:00,09:28:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:50:00,09:38:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:00:00,09:48:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:10:00,09:58:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:20:00,10:08:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:30:00,10:18:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:40:00,10:28:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:50:00,10:38:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:00:00,10:48:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:10:00,10:58:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:20:00,11:08:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:30:00,11:18:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:40:00,11:28:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:50:00,11:38:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:00:00,11:48:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:10:00,11:58:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:20:00,12:08:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:30:00,12:18:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:40:00,12:28:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:50:00,12:38:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:00:00,12:48:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:10:00,12:58:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:20:00,13:08:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:30:00,13:18:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:40:00,13:28:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:50:00,13:38:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:00:00,13:48:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:10:00,13:58:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:20:00,14:08:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:30:00,14:18:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:40:00,14:28:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:50:00,14:38:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:00:00,14:48:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:10:00,14:58:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:20:00,15:08:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:30:00,15:18:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:40:00,15:28:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:50:00,15:38:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:00:00,15:48:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:10:00,15:58:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:20:00,16:08:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:30:00,16:18:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:40:00,16:28:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:50:00,16:38:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:00:00,16:48:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:10:00,16:58:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:20:00,17:08:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:30:00,17:18:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:40:00,17:28:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:50:00,17:38:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:00:00,17:48:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:10:00,17:58:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:20:00,18:08:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:30:00,18:18:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:40:00,18:28:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:50:00,18:38:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:00:00,18:48:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:10:00,18:58:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:20:00,19:08:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:30:00,19:18:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:40:00,19:28:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:50:00,19:38:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:00:00,19:48:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:10:00,19:58:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:20:00,20:08:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:30:00,20:18:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:40:00,20:28:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:50:00,20:38:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:00:00,20:48:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:10:00,20:58:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:20:00,21:08:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:30:00,21:18:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:40:00,21:28:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:50:00,21:38:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:00:00,21:48:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:10:00,21:58:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:20:00,22:08:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:30:00,22:18:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:40:00,22:28:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:50:00,22:38:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:00:00,22:48:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:10:00,22:58:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:20:00,23:08:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:30:00,23:18:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:40:00,23:28:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:50:00,23:38:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,06:58:00,07:46:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:08:00,07:56:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:18:00,08:06:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:28:00,08:16:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:38:00,08:26:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:48:00,08:36:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,07:58:00,08:46:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:08:00,08:56:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:18:00,09:06:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:28:00,09:16:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:38:00,09:26:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:48:00,09:36:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:58:00,09:46:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:08:00,09:56:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:18:00,10:06:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:28:00,10:16:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:38:00,10:26:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:48:00,10:36:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:58:00,10:46:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:08:00,10:56:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:18:00,11:06:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:28:00,11:16:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:38:00,11:26:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:48:00,11:36:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:58:00,11:46:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:08:00,11:56:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:18:00,12:06:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:28:00,12:16:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:38:00,12:26:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:48:00,12:36:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:58:00,12:46:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:08:00,12:56:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:18:00,13:06:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:28:00,13:16:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:38:00,13:26:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:48:00,13:36:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:58:00,13:46:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:08:00,13:56:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:18:00,14:06:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:28:00,14:16:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:38:00,14:26:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:48:00,14:36:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:58:00,14:46:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:08:00,14:56:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:18:00,15:06:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:28:00,15:16:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:38:00,15:26:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:48:00,15:36:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:58:00,15:46:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:08:00,15:56:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:18:00,16:06:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:28:00,16:16:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:38:00,16:26:00,ACTIVE,
Sunday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:48:00,16:36:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:58:00,16:46:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:08:00,16:56:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:18:00,17:06:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:28:00,17:16:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:38:00,17:26:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:48:00,17:36:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:58:00,17:46:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:08:00,17:56:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:18:00,18:06:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:28:00,18:16:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:38:00,18:26:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:48:00,18:36:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:58:00,18:46:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:08:00,18:56:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:18:00,19:06:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:28:00,19:16:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:38:00,19:26:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:48:00,19:36:00,ACTIVE,
Sunday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:58:00,19:46:00,ACTIVE,
Sunday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:08:00,19:56:00,ACTIVE,
Sunday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:18:00,20:06:00,ACTIVE,
Sunday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:28:00,20:16:00,ACTIVE,
Sunday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:38:00,20:26:00,ACTIVE,
Sunday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:48:00,20:36:00,ACTIVE,
