day,train_id,train,direction,from_station,to_station,departure_time,arrival_time,status
Wednesday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:02:50,08:49:40,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:04:30,08:51:20,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:09:50,08:56:40,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:13:00,08:59:50,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:16:50,09:03:40,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:21:30,09:08:20,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:23:50,09:10:40,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:29:50,09:16:40,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:30:00,09:16:50,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:36:50,09:23:40,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:38:30,09:25:20,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:43:50,09:30:40,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:47:00,09:33:50,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:50:50,09:37:40,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,08:55:30,09:42:20,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,08:56:50,09:43:40,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:01:20,09:48:10,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:04:00,09:50:50,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:09:50,09:56:40,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:12:30,09:59:20,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:18:20,10:05:10,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:21:00,10:07:50,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:26:50,10:13:40,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:29:30,10:16:20,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:35:20,10:22:10,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:38:00,10:24:50,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:43:50,10:30:40,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:46:30,10:33:20,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,09:52:20,10:39:10,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,09:55:00,10:41:50,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:00:50,10:47:40,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:03:30,10:50:20,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:09:20,10:56:10,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:12:00,10:58:50,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:17:50,11:04:40,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:20:30,11:07:20,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:26:20,11:13:10,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:29:00,11:15:50,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:34:50,11:21:40,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:37:30,11:24:20,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:43:20,11:30:10,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:46:00,11:32:50,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,10:51:50,11:38:40,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,10:54:30,11:41:20,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:00:20,11:47:10,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:03:00,11:49:50,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:08:50,11:55:40,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:13:00,11:59:50,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:17:20,12:04:10,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:23:00,12:09:50,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:25:50,12:12:40,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:33:00,12:19:50,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:34:20,12:21:10,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:42:50,12:29:40,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:43:00,12:29:50,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:51:20,12:38:10,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,11:53:00,12:39:50,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,11:59:50,12:46:40,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:03:00,12:49:50,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:09:50,12:56:40,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:13:00,12:59:50,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:19:50,13:06:40,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:23:00,13:09:50,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:29:50,13:16:40,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:33:00,13:19:50,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:39:50,13:26:40,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:43:00,13:29:50,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:49:50,13:36:40,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,12:53:00,13:39:50,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,12:59:50,13:46:40,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:03:00,13:49:50,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:09:50,13:56:40,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:13:00,13:59:50,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:19:50,14:06:40,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:23:00,14:09:50,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:29:50,14:16:40,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:33:00,14:19:50,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:39:50,14:26:40,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:43:00,14:29:50,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:49:50,14:36:40,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,13:53:00,14:39:50,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,13:59:50,14:46:40,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:03:00,14:49:50,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:09:50,14:56:40,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:13:00,14:59:50,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:19:50,15:06:40,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:23:00,15:09:50,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:29:50,15:16:40,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:33:00,15:19:50,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:39:50,15:26:40,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:43:00,15:29:50,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:49:50,15:36:40,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,14:53:00,15:39:50,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,14:59:50,15:46:40,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:03:00,15:49:50,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:09:50,15:56:40,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:13:00,15:59:50,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:19:50,16:06:40,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:23:00,16:09:50,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:29:50,16:16:40,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:33:00,16:19:50,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:39:50,16:26:40,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:43:00,16:29:50,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:49:50,16:36:40,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,15:53:00,16:39:50,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:59:50,16:46:40,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:03:00,16:49:50,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:09:50,16:56:40,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:13:00,16:59:50,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:19:50,17:06:40,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:23:00,17:09:50,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:29:50,17:16:40,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:33:00,17:19:50,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:39:50,17:26:40,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:43:00,17:29:50,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:49:50,17:36:40,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,16:53:00,17:39:50,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:59:50,17:46:40,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:03:00,17:49:50,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:09:45,17:56:35,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:09:50,17:56:40,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:16:30,18:03:20,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:19:50,18:06:40,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:23:15,18:10:05,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:29:50,18:16:40,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:30:00,18:16:50,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:36:45,18:23:35,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:39:50,18:26:40,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:43:30,18:30:20,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:49:50,18:36:40,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:50:15,18:37:05,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,17:57:00,18:43:50,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:59:50,18:46:40,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:03:45,18:50:35,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:06:35,18:53:25,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:10:30,18:57:20,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:13:20,19:00:10,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:17:15,19:04:05,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:20:05,19:06:55,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:24:00,19:10:50,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:26:50,19:13:40,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:30:45,19:17:35,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:33:35,19:20:25,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:37:30,19:24:20,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:40:20,19:27:10,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:44:15,19:31:05,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:47:05,19:33:55,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:51:00,19:37:50,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:53:50,19:40:40,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,18:57:45,19:44:35,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:00:35,19:47:25,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:04:30,19:51:20,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:07:20,19:54:10,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:11:15,19:58:05,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:14:05,20:00:55,ACTIVE
